headline 	 snippet 	 date	name
Bobby (Blue) Bland, Soul and Blues Balladeer, Dies at 83	Mr. Bland never achieved the popular acclaim enjoyed by contemporaries like B. B. King, but his emotionally fraught vocals helped modernize the blues.	2013-06-25T00:00:00Z	Bobby (Blue) Bland
Ron Fraser, Top Coach Who Lifted College Baseball, Dies at 79	Mr. Fraser, who never had a losing season, coached Miami from 1963 to 1992 and won national titles in 1982 and 1985.	2013-01-23T00:00:00Z	Ron Fraser
David R. Ellis, Film Director, Dies at 60	Mr. Ellis, who began his Hollywood career as an actor in the 1970s, was the director of “Snakes on a Plane,” the 2006 movie that became an Internet sensation even before its release.	2013-01-09T00:00:00Z	David R. Ellis
William Pollack Dies at 87; His Vaccine Saved Infants	Dr. Pollack, a medical researcher, helped develop a vaccine for a blood disorder commonly called Rh disease.	2013-11-13T00:00:00Z	William Pollack Dies at 87; His Vaccine Saved Infants
In Suit Over Death, Boogaard’s Family Blames the N.H.L.	The family of the National Hockey League enforcer Derek Boogaard, who died of an overdose of painkillers in 2011, says the league failed to monitor his prescriptions.	2013-05-13T00:00:00Z	In Suit Over Death
Klemens von Klemperer Dies at 96; Wrote of Nazi Era	Dr. von Klemperer, a refugee from Nazi Germany, wrote what is considered the seminal history of the movement among the country’s conservative elite to overthrow Hitler.	2013-01-08T00:00:00Z	Klemens von Klemperer Dies at 96; Wrote of Nazi Era
Nobuyuki Aihara, Olympic Champion, Dies at 78	Mr. Aihara won two gold medals at the 1960 Olympics in Rome and helped usher in an era of Japanese gymnastic dominance.	2013-07-20T00:00:00Z	Nobuyuki Aihara
Video and Images From Scene of Santa Monica Shooting Spree 	Residents, who reported hearing gunshots and seeing a bus with its rear and side windows shattered by bullets, captured videos from the scene and posted updates to Twitter.	2013-06-07T21:33:09Z	Video and Images From Scene of Santa Monica Shooting Spree 
Sam Most, Who Helped Bring the Flute Into the Jazz Mainstream, Dies at 82	Mr. Most’s “Undercurrent Blues” helped introduce the flute into the modern jazz mainstream, inspiring Herbie Mann, Rahsaan Roland Kirk and others.	2013-06-23T00:00:00Z	Sam Most
Bud Adams, Founding Owner of N.F.L.’s Titans, Dies at 90	Mr. Adams, son of a prominent oil executive, helped start the American Football League and founded the Houston Oilers, which he moved to Tennessee in 1997.	2013-10-22T00:00:00Z	Bud Adams
Hiroshi Yamauchi, Who Steered Nintendo to Dominance, Dies at 85	At 22, Mr. Yamauchi became president of his family’s playing-card company and later steered it into the growing game business, developing hits like Donkey Kong and the original Mario Brothers franchises.	2013-09-20T00:00:00Z	Hiroshi Yamauchi
Sherwood Ross, President of Ross Bicycles, Dies at 92	Mr. Ross became president of the company his father founded and turned it into the third-largest American bicycle maker.	2013-06-19T00:00:00Z	Sherwood Ross
Stephen Antonakos, Sculptor of Neon, Dies at 86	Mr. Antonakos made illumination an essential component of his work, using electrified neon gas as a painter uses paint.	2013-09-07T00:00:00Z	Stephen Antonakos
Maj. Thomas C. Griffin, Doolittle Raider, Dies at 96	Maj. Thomas C. Griffin navigated a B-25 bomber in the daring air raid on Japan led by Lt. Col. James H. Doolittle in 1942, four months after the Japanese attack on Pearl Harbor.	2013-03-05T00:00:00Z	Maj. Thomas C. Griffin
Bernard Shaw, Husband and Bodyguard of Patty Hearst, Dies at 68	Mr. Shaw, a former police officer, met Ms. Hearst in the aftermath of her crime-ridden affiliation with a guerrilla group, and married her after her release from prison.	2013-12-26T00:00:00Z	Bernard Shaw
Forgotten Heroes	In response to an essay by Margalit Fox, we asked readers to submit stories of people who had an impact on society but had been lost to history. Here is a selection of the submissions.	2013-05-22T00:00:00Z	Forgotten Heroes
John C. Bierwirth, Leader of Grumman in Time of Uneasy Transition, Dies at 89	Mr. Bierwirth’s company produced some of the Navy’s most renowned warplanes and won coveted aerospace contracts, but he failed to diversify the firm with civilian products, like the disastrous Flxible city buses.	2013-05-29T00:00:00Z	John C. Bierwirth
Deadly Bomb Attack Rocks a Restaurant in Somalia’s Capital	There was no immediate claim of responsibility, but local officials say they suspect the Shabab, an Islamist militant group based in Somalia with links to Al Qaeda.	2013-12-28T00:00:00Z	Deadly Bomb Attack Rocks a Restaurant in Somalia’s Capital
Pete Elliott, Football All-American and Coach, Dies at 86	Mr. Elliott, who played on two unbeaten Michigan teams and was a head coach at four universities (Nebraska, California, Illinois and Miami), later became the longest tenured executive director of the Pro Football Hall of Fame.	2013-01-07T00:00:00Z	Pete Elliott
Chuck Foley, Co-Creator of the Game Twister, Dies at 82	Originally manufactured by Milton Bradley, Mr. Foley’s game was introduced in 1966 and has gone on to sell tens of millions of copies.	2013-07-12T00:00:00Z	Chuck Foley
Dean Drummond, Musician and Instrument Maker, Dies at 64	Mr. Drummond, a member of the ensemble Newband and a protégé of the iconoclastic composer Harry Partch, created outlandish instruments to create fresh sounds.	2013-04-27T00:00:00Z	Dean Drummond
Bruce Dunning, CBS Correspondent, Dies at 73	Mr. Dunning, whose 35 years at CBS News were spent primarily in Asia, is best known for his reporting on the last flight out of Da Nang as that city fell to North Vietnam.	2013-08-29T00:00:00Z	Bruce Dunning
Canada: Report on Taser Death	A coroner ruled Monday that the death of a Polish immigrant after he was repeatedly stunned with a police Taser in the Vancouver airport was a homicide.	2013-04-09T00:00:00Z	Canada: Report on Taser Death
Two Explosions Kill at Least 11 in Hyderabad	The blasts, near a bus stop in the south Indian city of Hyderabad, also injured d0zens in what officials said might be a coordinated terrorist attack.	2013-02-21T10:16:15Z	Two Explosions Kill at Least 11 in Hyderabad
Peter Graf, Volatile Father of Tennis Great, Dies at 75	The man nicknamed Papa Merciless was accused of mismanaging the millions his daughter, Stefi Graf, had won.	2013-12-04T00:00:00Z	Peter Graf
William C. Lowe, Who Oversaw the Birth of  IBM’s PC, Dies at 72	In 1980, Mr. Lowe persuaded the company to let him form a team that would create the IBM Personal Computer with uncharacteristic speed.	2013-10-30T00:00:00Z	William C. Lowe
José Alfredo Martínez de Hoz, Argentine Official During Dictatorship, Dies at 87	Mr. Martínez de Hoz, a former law professor, was in charge of Argentina’s economy from 1976 to 1981.	2013-03-18T00:00:00Z	José Alfredo Martínez de Hoz
Bruno Metsu, 59, Dies; Led Senegal at World Cup	Metsu, a Frenchman, was a midfielder on European teams for nearly two decades, but he achieved his biggest success working in Africa.	2013-10-24T00:00:00Z	Bruno Metsu
Flynn Robinson, Scorer on Dominant N.B.A. Club, Dies at 72	Robinson was a 1970 All-Star, a seven-season N.B.A. player and a productive reserve guard on the first Los Angeles Lakers title team, which had a 33-game winning streak.	2013-05-25T00:00:00Z	Flynn Robinson
Donald Bevan, 93, Sardi’s Artist and ‘Stalag 17’ Writer, Dies	Mr. Bevan, who was a longtime caricaturist for the Broadway bistro, and Edmund Trzcinski were inspired by their incarceration in a Nazi camp to write a play about the search for a spy.	2013-07-01T00:00:00Z	Donald Bevan
The Rev. Norman Eddy, a Minister in East Harlem, Dies at 93	Mr. Eddy, a Yale-educated minister from Connecticut, settled in East Harlem in 1951 and helped start myriad organizations that have sustained his work.	2013-07-01T00:00:00Z	The Rev. Norman Eddy
Musharraf Is Disqualified From Pakistani Elections	A ruling by a court tribunal on Tuesday dashed the political hopes of Pervez Musharraf, Pakistan’s former military ruler, who returned from exile last month.	2013-04-17T00:00:00Z	Musharraf Is Disqualified From Pakistani Elections
Afghan Leader Lashes Out at U.S. Allies After NATO Drone Strike	Told that civilians had been killed in at least one drone strike in Afghanistan, President Hamid Karzai indicated again that he would not sign a security agreement.	2013-11-29T00:00:00Z	Afghan Leader Lashes Out at U.S. Allies After NATO Drone Strike
Haynes Johnson, Journalist and Author, Is Dead at 81	Mr. Johnson was a Pulitzer Prize-winning journalist, television commentator and author who spent most of his career at The Washington Post and won wide acclaim for his coverage of the capital.	2013-05-25T00:00:00Z	Haynes Johnson
Kenneth I. Appel, Mathematician Who Harnessed Computer Power, Dies at 80	Mr. Appel and a colleague solved a century-old problem concerning colors on a map with the help of an I.B.M. computer making billions of decisions.	2013-04-29T00:00:00Z	Kenneth I. Appel
Guy F. Tozzoli, 90, Who Led Team That Built Twin Towers, Is Dead	It seemed, one article said, as if Mr. Tozzoli had personally willed the trade center into existence, outfoxing enemies, bullying colleagues and maneuvering around problems.	2013-02-07T00:00:00Z	Guy F. Tozzoli
Peter K. Leisure, Judge Who Oversaw Football Antitrust Case, Dies at 84	Judge Leisure also presided over a Gambino crime family trial and ordered the release of secret grand jury testimony in the investigation of Alger Hiss, which included testimony by Richard M. Nixon.	2013-09-21T00:00:00Z	Peter K. Leisure
Ted Post, Director for Film and Television, Dies at 95	Mr. Post had a long, busy career making episodes of “Gunsmoke” and “Rawhide,” directing Clint Eastwood in two hit films, and winning praise for a Vietnam War movie, “Go Tell the Spartans.”	2013-08-25T00:00:00Z	Ted Post
Morris J. Kramer, Pioneer in Deal Law, Dies at 71	Morris J. Kramer, who as a longtime partner at the law firm of Skadden, Arps, Slate, Meagher & Flom helped revolutionize the practice of advising on mergers and acquisitions, died on Friday morning in Manhattan.	2013-04-19T17:11:57Z	Morris J. Kramer
Death After the Typhoon: ‘It Was Preventable’	During five days in a Philippine hospital, a 27-year-old farmer and family breadwinner received virtually no care and died, in essence, of a broken leg.	2013-11-16T00:00:00Z	Death After the Typhoon: ‘It Was Preventable’
Hans Ephraimson-Abt, Air-Crash Victims’ Crusader, Dies at 91	Mr. Ephraimson-Abt became an internationally known advocate after the death of his daughter on Korean Air Lines Flight 007, which was shot down by Soviet fighter planes in 1983.	2013-10-27T00:00:00Z	Hans Ephraimson-Abt
Albert D. Wheelon, Architect of Aerial Spying, Dies at 84	Dr. Wheelon’s work on satellites for the C.I.A. in the 1960s helped lay the foundation for a vast American arsenal of aerial surveillance systems.	2013-10-03T00:00:00Z	Albert D. Wheelon
Boys With Firefighting Dreams, and Goodbyes That Turned Final	Families of the Granite Mountain Hotshots who perished in an Arizona wildfire remembered their loved ones’ first words, final text messages and goodbyes, and everything in between.	2013-07-03T00:00:00Z	Boys With Firefighting Dreams
Assad Suggests Peace Talks Would Fail Because West Wants to Prolong War 	President Bashar al-Assad backed away from earlier statements by Syrian officials that the government was willing to negotiate with its armed opponents.	2013-05-19T00:00:00Z	Assad Suggests Peace Talks Would Fail Because West Wants to Prolong War 
Amar G. Bose, Acoustic Engineer and Inventor, Dies at 83	Dr. Bose’s namesake company became synonymous with high-quality audio systems and speakers for home users, auditoriums and automobiles.	2013-07-13T00:00:00Z	Amar G. Bose
Security Forces Injure Citizens in Srinagar Attacks	Four Kashmiri youths said they were brutally attacked by government security forces on Wednesday after militants started firing at a Central Reserve Police Force base.	2013-03-14T13:14:17Z	Security Forces Injure Citizens in Srinagar Attacks
Amar G. Bose, Acoustic Engineer and Inventor, Dies at 83	Dr. Bose’s namesake company became synonymous with high-quality audio systems and speakers for home users, auditoriums and automobiles.	2013-07-13T00:00:00Z	Amar G. Bose
Paolo Soleri, Architect of Counterculture, Dies at 93	Dr. Soleri was best known as the designer of Arcosanti, a settlement in Arizona.	2013-04-10T00:00:00Z	Paolo Soleri
Anton Antonov-Ovseyenko, Who Exposed Stalin Terror, Dies at 93	Mr. Antonov-Ovseyenko’s books cracked through the shell of Soviet censorship, offering readers at home and in the West a vivid portrait of tyranny and violence.	2013-07-11T00:00:00Z	Anton Antonov-Ovseyenko
Francis Ruddle, Who Led Transgenic Research, Dies at 83	Dr. Ruddle, one of the first scientists to map genes’ locations on specific human chromosomes, helped lay the groundwork for the Human Genome Project.	2013-03-20T00:00:00Z	Francis Ruddle
Indian Deaths Underscore Risks in U.N. Peacekeeping Missions	The conflict in South Sudan has expanded to attacks on civilians, straining the United Nations troops’ ability to protect the populace.	2013-12-27T07:32:11Z	Indian Deaths Underscore Risks in U.N. Peacekeeping Missions
