rec_no,commodity,site_name,company_na,state_loca,county,latitude,longitude,plant_min
5691,"Sand and Gravel","Sand & Gravel Pit","Miller Bros Gravel, Inc.",Ohio,Montgomery,39.9064,-84.2767,M/P
5692,"Sand and Gravel","Sand & Gravel Pit","Moraine Materials Co.",Ohio,Montgomery,39.6144,-84.3586,M/P
5693,"Sand and Gravel","Chesterville Pit","Chesterville Sand & Gravel Co., Inc.",Ohio,Morrow,40.4706,-82.6711,M/P
5694,"Sand and Gravel","Midvale Sand & Gravel","Sidwell Materials, Inc.",Ohio,Muskingum,39.88183,-82.07824,M/P
5695,"Sand and Gravel","Boyd Gravel Pit","The Shelly Co.",Ohio,Muskingum,40.1375,-82.0028,M/P
5696,"Sand and Gravel","Sand & Gravel Pit","S & S Aggregates Co.",Ohio,Muskingum,39.8867,-81.98,M/P
5697,"Sand and Gravel","Circleville Pit","Melvin Stone Com., Llc.",Ohio,Pickaway,39.5956,-83.1397,M/P
5698,"Sand and Gravel","Sand & Gravel Pit","Darby Creek Excavating, Inc.",Ohio,Pickaway,39.6875,-83.0793,M/P
5699,"Sand and Gravel","Piketon Sand & Gravel Pit","Davon, Inc.",Ohio,Pike,39.0591,-83.0196,M/P
5700,"Sand and Gravel","Sand & Gravel Operation","Valley Materials Corp.",Ohio,Pike,39.02712,-83.029,M/P
5701,"Sand and Gravel","Streetboro Sand & Gravel Dredge","Rockwell Sand & Gravel, Inc.",Ohio,Portage,41.214,-81.31811,M/P
5702,"Sand and Gravel","Jefferson Materials","The Shelly Co.",Ohio,Portage,41.2328,-81.3208,M/P
5703,"Sand and Gravel","Mantua Pit","Oscar Brugmann Sand & Gravel, Inc.",Ohio,Portage,41.2503,-81.2461,M/P
5704,"Sand and Gravel","Shaltersville Sand & Gravel Pit","Lafarge North America, Inc.",Ohio,Portage,41.2314,-81.2469,M/P
5705,"Sand and Gravel","Sand & Gravel Pit","Blue Stone Sand & Gravel, Inc.",Ohio,Portage,41.3027,-81.2498,M/P
5706,"Sand and Gravel","Sand & Gravel Operation","Schloss Materials Co.",Ohio,Portage,41.3242,-81.2608,M/P
5707,"Sand and Gravel","Beck Pit","Beck Sand & Gravel, Inc.",Ohio,Portage,41.2567,-81.2331,M/P
5708,"Sand and Gravel","Sand & Gravel Pit","Haueter Construction Co.",Ohio,Portage,41.3233,-81.2172,M/P
5709,"Sand and Gravel","Plant & Dredge #1","Hilltop Basic Resources, Inc.",Ohio,Portage,41.1794,-81.3475,M/P
5710,"Sand and Gravel","Sand Pit","The Hugo Sand Co., Inc.",Ohio,Portage,41.1683,-81.3481,M/P
5711,"Sand and Gravel","Mantua Pit","Lakeside Sand & Gravel, Inc.",Ohio,Portage,41.3153,-81.2653,M/P
5712,"Sand and Gravel","Ohio Sand & Gravel Pit","Sober Sand & Gravel Co.",Ohio,Portage,41.0975,-81.2916,M/P
5713,"Sand and Gravel","Solon Pit & Mill","Solon Excavating Sand & Gravel, Inc.",Ohio,Portage,41.3275,-81.2464,M/P
5714,"Sand and Gravel","Lucky Pit","Lucky Sand & Gravel Co.",Ohio,Portage,41.3108,-81.2533,M/P
5715,"Sand and Gravel","Sand & Gravel Pit","Twinsburg Development Corp.",Ohio,Portage,41.345,-81.3471,M/P
5716,"Sand and Gravel","Rainbow Pit","Rainbow Sand & Gravel, Inc.",Ohio,Portage,41.24088,-81.30375,M/P
5717,"Sand and Gravel","Plant #16","S & S Aggregates Co.",Ohio,Portage,41.239,-81.238,M/P
5718,"Sand and Gravel","West Alexandria Pit","Wysong Gravel Co.",Ohio,Preble,39.7703,-84.53,M/P
5719,"Sand and Gravel","Camden Pit","Wysong Gravel Co.",Ohio,Preble,39.6056,-84.6633,M/P
5720,"Sand and Gravel","Sand & Gravel Operation","John L. Garber Materials, Inc.",Ohio,Richland,40.7,-82.5881,M/P
5721,"Sand and Gravel","Plant #14","S & S Aggregates Co.",Ohio,Richland,40.7008,-82.3439,M/P
5722,"Sand and Gravel","Sand & Gravel Operation","S & S Aggregates Co.",Ohio,Ross,39.205,-82.8283,M/P
5723,"Sand and Gravel","Haubeil Pit","Haubeil & Sons Asphalt & Materials, Inc.",Ohio,Ross,39.35682,-82.96902,M/P
5724,"Sand and Gravel","Chillicothe Plant","Chilicothe Sand & Gravel Co.",Ohio,Ross,39.34172,-82.95552,M/P
5725,"Sand and Gravel","Sand & Gravel Operation","Ats Enterprises",Ohio,Scioto,38.5797,-82.8169,M/P
5726,"Sand and Gravel","Scioto Valley Resources","Davon, Inc.",Ohio,Scioto,38.8331,-83.0553,M/P
5727,"Sand and Gravel","Tow Path Ready Mix","D. G. M., Inc.",Ohio,Scioto,39.1142,-82.9811,M/P
5728,"Sand and Gravel","Morelock Pit","Spring Creek Gravel Co.",Ohio,Shelby,40.2683,-84.2464,M/P
5729,"Sand and Gravel","Sand & Gravel Operation","National Aggregates, Inc.",Ohio,Stark,40.67773,-81.27922,M/P
5730,"Sand and Gravel","Sand & Gravel Pit","National Aggregates, Inc.",Ohio,Stark,40.6719,-81.2464,M/P
5731,"Sand and Gravel","Canton Aggregate","Central-Allied Enterprises, Inc.",Ohio,Stark,40.845,-81.3231,M/P
5732,"Sand and Gravel","Navarre Pit","Central-Allied Enterprises, Inc.",Ohio,Stark,40.7144,-81.5139,M/P
5733,"Sand and Gravel","Massillon Pit","Oster Sand & Gravel, Inc.",Ohio,Stark,40.8175,-81.5486,M/P
5734,"Sand and Gravel","Plant #3","Allied Corp.",Ohio,Stark,40.7456,-81.5156,M/P
5735,"Sand and Gravel","Sand & Gravel Pit","American Sand & Gravel Co., Inc.",Ohio,Stark,40.89856,-81.4642,M/P
5736,"Sand and Gravel","Perry Sand & Gravel Pit","Massillon Materials, Inc.",Ohio,Stark,40.81598,-81.45867,M/P
5737,"Sand and Gravel","Warmington Road Plant #3","Central-Allied Enterprises, Inc.",Ohio,Stark,40.8165,-81.46278,M/P
5738,"Sand and Gravel","Springbrook Pit","Samco, Inc.",Ohio,Trumbull,41.46318,-80.60612,M/P
5739,"Sand and Gravel","Plant #1","Stocker Sand & Gravel Co.",Ohio,Tuscarawas,40.3747,-81.4194,M/P
5740,"Sand and Gravel","#2 Dredge","Stocker Sand & Gravel Co.",Ohio,Tuscarawas,40.3542,-81.4369,M/P
5741,"Sand and Gravel","Marino Pit","Newton Asphalt Co.",Ohio,Tuscarawas,40.36478,-81.4271,M/P
5742,"Sand and Gravel","Bolivar Pit","Oster Sand & Gravel, Inc.",Ohio,Tuscarawas,40.65,-81.4078,M/P
5743,"Sand and Gravel","Soehnlen Pit","Soehnlen Bros Sand & Gravel, Inc.",Ohio,Tuscarawas,40.6281,-81.5889,M/P
5744,"Sand and Gravel","Tuscarawas Pit","Stewart & Reichman, Inc.",Ohio,Tuscarawas,40.3989,-81.4211,M/P
5745,"Sand and Gravel","Turtlecreek Pit","Carl E. Oeder & Sons Sand & Gravel",Ohio,Warren,39.3736,-84.2311,M/P
5746,"Sand and Gravel","Miami View","Miami View Mining Co., Ltd",Ohio,Warren,39.3755,-84.2315,M/P
5747,"Sand and Gravel","Sand & Gravel Operation","Martz Concrete Co., Inc.",Ohio,Warren,39.5747,-84.3103,M/P
5748,"Sand and Gravel","Spring Valley Sand & Gravel (#346)","Martin Marietta Aggregates",Ohio,Warren,39.5674,-83.9948,M/P
5749,"Sand and Gravel","Franklin Gravel (#189)","Martin Marietta Aggregates",Ohio,Warren,39.5303,-84.3247,M/P
5750,"Sand and Gravel","L I Pit & Mill","L & I Natural Resources, Inc.",Ohio,Warren,39.36413,-84.18567,M/P
5751,"Sand and Gravel","South Lebanon S&G (#464)","Martin Marietta Aggregates",Ohio,Warren,39.37818,-84.23114,M/P
5752,"Sand and Gravel","Sand & Gravel Pit","Grimes Sand & Gravel",Ohio,Washington,39.4119,-81.4591,M/P
5753,"Sand and Gravel","Willow Island","The Shelly Co.",Ohio,Washington,39.36662,-81.53397,M/P
5754,"Sand and Gravel","Belpre Sand & Gravel","Belpre Sand & Gravel Co.",Ohio,Washington,39.274,-81.7036,M/P
5755,"Sand and Gravel","Sand & Gravel Pit","Prairie Lane Gravel Co.",Ohio,Wayne,40.7894,-81.8825,M/P
5756,"Sand and Gravel","Marshallville Pit","Rupp Construction, Inc.",Ohio,Wayne,40.9033,-81.7119,M/P
5757,"Sand and Gravel","Weber Pit","Weber Sand & Gravel, Inc.",Ohio,Williams,41.4272,-84.7747,M/P
5758,"Sand and Gravel","Upper Sandusky Plant","National Lime & Stone Co.",Ohio,Wyandot,40.8628,-83.2036,M/P
5759,"Sand and Gravel","Upper Sandusky Plant","The Olen Corp.",Ohio,Wyandot,40.7792,-83.2206,M/P
5760,"Sand and Gravel","Sand & Gravel Operation","Precision Aggregates, Llc.",Ohio,Wyandot,40.8931,-83.205,M/P
5761,"Sand and Gravel","Kirbys Sand & Gravel Pit","Kirby & Sons, Inc.",Ohio,Wyandot,40.8933,-83.2158,M/P
5762,"Sand and Gravel","Gabler-Hutton Pits","J & R Sand Co., Inc.",Oklahoma,Beaver,36.73956,-100.83737,M/P
5763,"Sand and Gravel","Winchell Pit","J & R Sand Co., Inc.",Oklahoma,Beaver,36.72523,-100.7833,M/P
5764,"Sand and Gravel","Hope Sand & Gravel Pit","Bonham Concrete, Inc.",Oklahoma,Bryan,33.7958,-96.2444,M/P
5765,"Sand and Gravel","Rustin #95-882","Rustin Concrete Corp.",Oklahoma,Bryan,34.03423,-96.4537,M/P
5766,"Sand and Gravel","Yukon Sand Plant #2","The Dolese Bros. Co.",Oklahoma,Canadian,35.46465,-97.82958,M/P
5767,"Sand and Gravel","Red River Sand (#764)","Martin Marietta Aggregates",Oklahoma,Choctaw,33.89824,-95.45916,M/P
5768,"Sand and Gravel","Meridian Pit","General Materials, Inc.",Oklahoma,Cleveland,35.3083,-97.6167,M/P
5769,"Sand and Gravel","Sand & Gravel Operation","Bruce Payne Co.",Oklahoma,Cleveland,35.26909,-97.50281,M/P
5770,"Sand and Gravel","Sand & Gravel Operation","Westhoma Industries, Llc.",Oklahoma,Cleveland,35.33379,-97.60942,M/P
5771,"Sand and Gravel","Cookietown Pit","E & A Materials, Inc.",Oklahoma,Cotton,34.28228,-98.43072,M/P
5772,"Sand and Gravel","Txi Red River Plant","Texas Industries, Inc.",Oklahoma,Jefferson,33.964,-97.9457,M/P
5773,"Sand and Gravel","Sand & Gravel Pit","Tishomingo Sand & Gravel, Inc.",Oklahoma,Johnston,34.23993,-96.69381,M/P
5774,"Sand and Gravel","Turner #3","Sober Bros., Inc.",Oklahoma,Kay,36.6958,-97.0611,M/P
5775,"Sand and Gravel","Dover Sand Plant","The Dolese Bros. Co.",Oklahoma,Kingfisher,35.96681,-97.91766,M/P
5776,"Sand and Gravel","Lightle Sand Pit","Lightle Sand & Construction Co.",Oklahoma,Kingfisher,36.0061,-97.9167,M/P
5777,"Sand and Gravel","Guthrie Sand Plant","The Dolese Bros. Co.",Oklahoma,Logan,35.9167,-97.4167,M/P
5778,"Sand and Gravel","Thackerville Pit","Hanson Aggregates West, Inc.",Oklahoma,Love,33.75,-97.1667,M/P
5779,"Sand and Gravel","Thackerville Sand Plant #66","Lattimore Materials Co.",Oklahoma,Love,33.8088,-97.1889,M/P
5780,"Sand and Gravel","Kendrick Pit","Broken Bow Sand & Gravel Co., Inc.",Oklahoma,Mccurtain,33.95,-94.6167,M/P
5781,"Sand and Gravel","Pryor Sand Dredge","Pryor Sand Co.",Oklahoma,Muskogee,35.2748,-95.224,M/P
5782,"Sand and Gravel","Sooner Road Pit","General Materials, Inc.",Oklahoma,Oklahoma,35.5083,-97.4278,M/P
5783,"Sand and Gravel","Schwarz #3","Schwarz Ready Mix Of Okc, Inc.",Oklahoma,Oklahoma,35.5167,-97.3333,M/P
5784,"Sand and Gravel","Sand Pit","Sharp Sand Co., Inc.",Oklahoma,Oklahoma,35.60184,-97.32665,M/P
5785,"Sand and Gravel","Prairie Park Sand","The Dolese Bros. Co.",Oklahoma,Oklahoma,35.52466,-97.38783,M/P
5786,"Sand and Gravel","Harrah #1","Schwarz Sand, Llc.",Oklahoma,Oklahoma,35.48553,-97.1499,M/P
5787,"Sand and Gravel","Poor Boy Pits","Butler Sand & Trucking",Oklahoma,Oklahoma,35.45683,-97.64485,M/P
5788,"Sand and Gravel","Stephens Sand","Stephens Sand Co., Inc.",Oklahoma,Oklahoma,35.60087,-97.37997,M/P
5789,"Sand and Gravel","Behne Pit","Behne Construction Co., Inc.",Oklahoma,Texas,36.7233,-101.4937,M/P
5790,"Sand and Gravel","Sw State Sand Dredge","Southwestern State Sand Corp.",Oklahoma,Tillman,34.5833,-99.1,M/P
5791,"Sand and Gravel","Delaware Sand","Anchor Stone Co.",Oklahoma,Tulsa,36.0083,-95.9486,M/P
5792,"Sand and Gravel","Bixby Plant","Holliday Sand & Gravel Co.",Oklahoma,Tulsa,35.95,-95.8889,M/P
5793,"Sand and Gravel","Cardinal Industries Llc.","Cardinal Industries, Llc.",Oklahoma,Tulsa,35.87269,-95.85537,M/P
5794,"Sand and Gravel","Watkins #1 Mine","Watkins Sand Co., Inc.",Oklahoma,Tulsa,35.9292,-95.8497,M/P
5795,"Sand and Gravel","Wagoner Pit","Haskell Sand & Gravel Co.",Oklahoma,Wagoner,35.8208,-95.6333,M/P
5796,"Sand and Gravel","Plant #3","Muskogee Sand Co., Inc.",Oklahoma,Wagoner,35.82048,-95.38524,M/P
5797,"Sand and Gravel","Sand & Gravel Pit","Coweta Sand & Transport, Inc.",Oklahoma,Wagoner,35.96081,-95.62796,M/P
5798,"Sand and Gravel","Klines Dredge & Plant","Kline Materials, Inc.",Oklahoma,Woodward,36.45,-99.35,M/P
5799,"Sand and Gravel","Jones Pit","Green & White Rock Products, Inc.",Oregon,Benton,44.49136,-123.25836,M/P
5800,"Sand and Gravel","Willamette River","Joe Bernert Towing Co., Inc.",Oregon,Clackamas,45.3389,-122.67,M/P
5801,"Sand and Gravel","Estacada Pit","Estacada Rock Products, Inc",Oregon,Clackamas,45.3014,-122.3592,M/P
5802,"Sand and Gravel","Canby Pit","Canby Sand & Gravel Co.",Oregon,Clackamas,45.2483,-122.7086,M/P
5803,"Sand and Gravel","Sand & Gravel Pit","Portland Road & Driveway Co., Inc.",Oregon,Clackamas,45.4019,-122.5478,M/P
5804,"Sand and Gravel","Canby Pit","Pacific Rock Products, Llc.",Oregon,Clackamas,45.2532,-122.7129,M/P
5805,"Sand and Gravel","Deer Island Plant","Morse Bros., Inc.",Oregon,Columbia,45.94072,-122.85122,M/P
5806,"Sand and Gravel","Santosh Pit","Glacier Northwest, Inc.",Oregon,Columbia,45.79,-122.8422,M/P
5807,"Sand and Gravel","Broadbent Wash Plant","Ltm, Inc.",Oregon,Coos,43.01551,-124.15832,M/P
5808,"Sand and Gravel","O'neil Pit & Plant","Hooker Creek Sand & Gravel, Llc.",Oregon,Crook,44.335,-120.095,M/P
5809,"Sand and Gravel","Elk River","Ltm, Inc.",Oregon,Curry,42.78464,-124.50375,M/P
5810,"Sand and Gravel","Sand & Gravel Pit","Hooker Creek Sand & Gravel, Llc.",Oregon,Deschutes,44.0765,-121.361,M/P
5811,"Sand and Gravel","Umpqua River Bar","Umpqua River Navigation Co.",Oregon,Douglas,43.6589,-123.9147,M/P
5812,"Sand and Gravel","Umpqua Pit","Umpqua Sand & Gravel Co.",Oregon,Douglas,43.2942,-123.2747,M/P
5813,"Sand and Gravel","Round Prairie Pit","Beaver State Sand & Gravel, Inc.",Oregon,Douglas,43.0903,-123.3764,M/P
5814,"Sand and Gravel","Kirtland Pit","Rogue Aggregates, Inc.",Oregon,Jackson,42.42425,-122.95811,M/P
5815,"Sand and Gravel","Savage Pit","Crater Sand & Gravel, Inc.",Oregon,Jackson,42.42197,-122.95706,M/P
5816,"Sand and Gravel","Brown Pit","Jefferson State Redi-Mix, Inc.",Oregon,Klamath,42.18142,-121.77242,M/P
5817,"Sand and Gravel","Delta Pit & Plant","Delta Sand & Gravel Co.",Oregon,Lane,44.10008,-123.11111,M/P
5818,"Sand and Gravel","Eugene Pit & Plant","Eugene Sand & Gravel Co., Inc.",Oregon,Lane,44.115,-123.0942,M/P
5819,"Sand and Gravel","Plant #2","Wildish Land Co.",Oregon,Lane,44.1135,-123.07244,M/P
5820,"Sand and Gravel","Albany Rock Products","Morse Bros., Inc.",Oregon,Linn,44.61769,-123.12892,M/P
5821,"Sand and Gravel","Stayton Rock Products","Morse Bros., Inc.",Oregon,Linn,44.78892,-122.79572,M/P
5822,"Sand and Gravel","Sweet Home Sand & Gravel","Morse Bros., Inc.",Oregon,Linn,44.41383,-122.7065,M/P
5823,"Sand and Gravel","Ontario Pit","Idaho Concrete Co., Inc.",Oregon,Malheur,44.02094,-116.93887,M/P
5824,"Sand and Gravel","Reed Pit","Morse Bros., Inc.",Oregon,Marion,45.0613,-123.0094,M/P
5825,"Sand and Gravel","Hillroy Pit","River Bend Sand & Gravel Co.",Oregon,Marion,44.8953,-122.9747,M/P
5826,"Sand and Gravel","Salem Pit","Commercial Redi-Mix & Aggregate, Inc.",Oregon,Marion,44.9191,-123.0971,M/P
5827,"Sand and Gravel","Keizer Pit & Plant","Keizer Sand & Gravel Co.",Oregon,Marion,44.99994,-123.05964,M/P
5828,"Sand and Gravel","Viesko Pit & Plant","Viesko Quality Concrete",Oregon,Marion,45.09433,-123.02497,M/P
5829,"Sand and Gravel","Pit #3","Walling Sand & Gravel Co.",Oregon,Marion,44.91544,-123.02331,M/P
5830,"Sand and Gravel","Ross Island Plant","Ross Island Sand & Gravel Co.",Oregon,Multnomah,45.48894,-122.65564,M/P
5831,"Sand and Gravel","Gresham Pit","Morse Bros., Inc.",Oregon,Multnomah,45.50753,-122.44646,M/P
5832,"Sand and Gravel","Meadows Rock","Wilkins Trucking Co., Inc.",Oregon,Multnomah,45.5839,-122.6693,M/P
5833,"Sand and Gravel","Kruager Pit","Valley Concrete & Gravel Co.",Oregon,Polk,44.8244,-123.1639,M/P
5834,"Sand and Gravel","Ellendale Pit","Valley Concrete & Gravel Co.",Oregon,Polk,44.9367,-123.3736,M/P
5835,"Sand and Gravel","Fowler  Pit","John Fowler Trucking Co.",Oregon,Polk,44.9791,-123.0432,M/P
5836,"Sand and Gravel","Umatilla Pit","Jones-Scott Co.",Oregon,Umatilla,45.9139,-119.3247,M/P
5837,"Sand and Gravel","Sand & Gravel Operation","Rd Mac, Inc.",Oregon,Union,45.33647,-118.04428,M/P
5838,"Sand and Gravel","Cobb Rock Plant","Glacier Northwest, Inc.",Oregon,Washington,45.4506,-122.8919,M/P
5839,"Sand and Gravel","Penland Bar","Cc Meisel Co.",Oregon,Yamhill,45.23078,-123.15669,M/P
5840,"Sand and Gravel","West Dredge","Baker Rock Resources",Oregon,Yamhill,45.22508,-123.07898,M/P
5841,"Sand and Gravel","Subbase Plant","Davison Sand & Gravel Co.",Pennsylvania,Allegheny,40.5235,-80.1673,M/P
5842,"Sand and Gravel","Bridgeburg Dredge","Glacial Sand & Gravel, Co.",Pennsylvania,Armstrong,40.8672,-79.4833,M/P
5843,"Sand and Gravel","Tarrtown Plant","Hanson Aggregates Pa, Inc.",Pennsylvania,Armstrong,40.8606,-79.4892,M/P
5844,"Sand and Gravel","Tarrtown Plant 1","Glacial Sand & Gravel, Co.",Pennsylvania,Armstrong,40.8611,-79.5042,M/P
5845,"Sand and Gravel","William L. Price Dredge 16","Tri-State River Products, Inc.",Pennsylvania,Beaver,40.6966,-80.3037,M/P
5846,"Sand and Gravel","Georgetown Pit","Georgetown Sand & Gravel, Inc.",Pennsylvania,Beaver,40.6431,-80.4936,M/P
5847,"Sand and Gravel","Towanda Sand Plant","State Aggregates, Inc.",Pennsylvania,Bradford,41.7644,-76.4131,M/P
5848,"Sand and Gravel","Wysox Pit","Wysox Sand & Gravel, Inc.",Pennsylvania,Bradford,41.775,-76.4083,M/P
5849,"Sand and Gravel","Sheshequin Sand","State Aggregates, Inc.",Pennsylvania,Bradford,41.8518,-76.48888,M/P
5850,"Sand and Gravel","Northside Pit","Warner Co.",Pennsylvania,Bucks,40.18556,-74.77111,M/P
5851,"Sand and Gravel",Elliott,"Glacial Sand & Gravel Co.",Pennsylvania,Butler,41.0353,-80.1276,M/P
5852,"Sand and Gravel","Penfield Pit","North Star Aggregates, Inc.",Pennsylvania,Clearfield,41.21611,-78.56389,M/P
5853,"Sand and Gravel",Bloomsburg,"Hanson Aggregates Pa, Inc.",Pennsylvania,Columbia,41.0265,-76.4429,M/P
5854,"Sand and Gravel","Sokol Quarries","Sokol Quarries, Inc.",Pennsylvania,Columbia,41.14556,-76.37611,M/P
5855,"Sand and Gravel","Cutshall Pit","W. L. Dunn Construction Co.",Pennsylvania,Crawford,41.5289,-80.0683,M/P
5856,"Sand and Gravel","Lakeland Pit","Lakeland Sand & Gravel, Inc.",Pennsylvania,Crawford,41.555,-80.3397,M/P
5857,"Sand and Gravel","Conneaut Lake Pit","Conneaut Lake Sand & Gravel, Inc.",Pennsylvania,Crawford,41.6586,-80.285,M/P
5858,"Sand and Gravel","Gravel Pit","Meadville Ready Mix Concrete, Inc.",Pennsylvania,Crawford,41.5322,-80.0758,M/P
5859,"Sand and Gravel","Mt. Cydonia Sand Plant #3","Valley Quarries, Inc.",Pennsylvania,Cumberland,40.0535,-77.417,M/P
5860,"Sand and Gravel","Mt Holly Springs Pit","Pennsy Supply, Inc.",Pennsylvania,Cumberland,40.1292,-77.1806,M/P
5861,"Sand and Gravel","Toland Sand","Hempt Bros., Inc.",Pennsylvania,Cumberland,40.075,-77.2175,M/P
5862,"Sand and Gravel","Northwest Pit","Northwest Gravel Co.",Pennsylvania,Erie,41.9975,-80.3297,M/P
5863,"Sand and Gravel","Troyer Pit #1","Troyer Sand & Gravel, Ltd",Pennsylvania,Erie,41.9083,-79.9408,M/P
5864,"Sand and Gravel","West Ridge S&G Pit","West Ridge Sand & Gravel Co.",Pennsylvania,Erie,42.0225,-80.2917,M/P
5865,"Sand and Gravel","Lowville Pit 1","Wroblewski Sand & Gravel, Inc.",Pennsylvania,Erie,42.0407,-79.8267,M/P
5866,"Sand and Gravel","Sand & Gravel Operation","Waterford Sand & Gravel Co.",Pennsylvania,Erie,41.8559,-79.9104,M/P
5867,"Sand and Gravel","Sand & Gravel Operation","Erie Sand & Gravel Co.",Pennsylvania,Erie,42.14582,-80.0524,M/P
5868,"Sand and Gravel","Mt Cydonia Sand Plant #2","Valley Quarries, Inc.",Pennsylvania,Franklin,39.9161,-77.5467,M/P
5869,"Sand and Gravel","Mt. Cydonia Sand Plant #1","Valley Quarries, Inc.",Pennsylvania,Franklin,39.9053,-77.5539,M/P
5870,"Sand and Gravel","Keystone Sand","Keystone Landfill, Inc.",Pennsylvania,Lackawanna,41.4225,-75.59306,M/P
5871,"Sand and Gravel","Darlington Plant","Atlantic States Materials Of Pennsylvania, Inc.",Pennsylvania,Lawrence,40.81517,-80.41901,M/P
5872,"Sand and Gravel","West Pittsburg Pit","Atlantic States Materials Of Pennsylvania, Inc.",Pennsylvania,Lawrence,40.9397,-80.3925,M/P
5873,"Sand and Gravel","Taylor Run Pit","Atlantic States Materials Of Pennsylvania, Inc.",Pennsylvania,Lawrence,41.04,-80.1333,M/P
5874,"Sand and Gravel","Plain Grove Sand & Gravel","Ia Construction Corp.",Pennsylvania,Lawrence,41.0547,-80.1222,M/P
5875,"Sand and Gravel","Cress Pit","Slippery Rock Materials, Inc.",Pennsylvania,Lawrence,41.07917,-80.17889,M/P
5876,"Sand and Gravel",Mccandless,"G. L. Mcknight, Inc.",Pennsylvania,Lawrence,41.05028,-80.15167,M/P
5877,"Sand and Gravel","Werner Mine","Mayberry Sand & Gravel",Pennsylvania,Lawrence,40.9579,-80.3836,M/P
5878,"Sand and Gravel","Sand & Gravel Pit","Airport Sand & Gravel Co., Inc.",Pennsylvania,Luzerne,41.3142,-75.8658,M/P
5879,"Sand and Gravel","Honeyhole Sand","Barletta Materials & Construction, Inc.",Pennsylvania,Luzerne,41.0619,-76.1789,M/P
5880,"Sand and Gravel","Salem Sand & Stone","Slusser Bros. Trucking & Excavating Co., Inc.",Pennsylvania,Luzerne,41.06285,-76.17346,M/P
5881,"Sand and Gravel","Montoursville Plant","Hanson Aggregates Pa, Inc.",Pennsylvania,Lycoming,41.2333,-76.9417,M/P
5882,"Sand and Gravel","Ceres Pit","Wayne Gravel Products Co.",Pennsylvania,Mckean,41.99417,-78.25833,M/P
5883,"Sand and Gravel","Hutcheson Pit","H & H Materials, Inc.",Pennsylvania,Mercer,41.36389,-80.14806,M/P
5884,"Sand and Gravel","Lackawannock Pit","Atlantic States Materials Of Pennsylvania, Inc.",Pennsylvania,Mercer,41.1968,-80.2272,M/P
5885,"Sand and Gravel","Lewiston Sand Plant","Eastern Industries, Inc.",Pennsylvania,Mifflin,40.5539,-77.6831,M/P
